0,0,210,0.5,5,1000,50
1,0,210,2.84,45,3300,150
2,0,210,1.66,5,3000,500
3,0,210,1.14,25,6000,400
4,0,210,1.61,25,7700,50
5,0,210,3.06,25,9500,500
6,0,210,2.04,20,1550,50
7,0,210,4.4,20,8900,50
8,0,210,3.48,10,1900,100
9,0,210,2.04,30,4250,250
10,0,210,3.09,40,3500,500
11,0,210,1.23,25,2400,300
12,0,210,1.89,10,3600,400
13,0,210,4.59,15,6900,150
14,0,210,3.74,30,1400,350
15,0,210,1.15,45,10000,200
16,0,210,2.62,50,7650,50
17,0,210,1.78,50,10000,500
18,0,210,0.5,45,2100,300
19,0,210,2.1,30,2700,300
20,0,210,0.6,10,1800,300
21,0,210,2.55,20,1050,350
22,0,210,2.58,45,4100,50
23,0,210,4.92,10,5400,200
24,0,210,0.73,10,2200,100
25,0,210,4.72,35,6900,300
26,0,210,4.98,5,8400,50
27,0,210,4.5,35,8800,200
28,0,210,2.38,25,1500,300
29,0,210,2.22,5,4350,50
30,0,210,2.87,5,9100,100
31,0,210,4.58,10,1500,150
32,0,210,3.59,10,3600,400
33,0,210,3.62,30,5500,500
34,0,210,4.32,40,7500,300
35,0,210,4.69,5,7500,500
36,0,210,0.51,10,6750,450
37,0,210,1.46,20,6600,300
38,0,210,3.37,15,5000,200
39,0,210,1.79,10,2500,250
40,0,210,2.1,45,8550,450
41,0,210,2.33,20,5050,50
42,0,210,1.0,30,9450,350
43,0,210,4.47,25,6300,300
44,0,210,3.92,30,6150,150
45,0,210,3.25,45,8750,350
46,0,210,4.33,50,1500,250
47,0,210,3.5,25,5700,300
48,0,210,4.35,45,7000,500
49,0,210,1.85,35,900,450
50,0,210,1.81,10,2000,200
51,0,210,4.28,15,10000,500
52,0,210,2.3,35,7500,250
53,0,210,2.29,35,1400,350
54,0,210,2.11,15,1750,350
55,0,210,2.19,25,9800,100
56,0,210,1.33,5,2100,100
57,0,210,1.05,50,1500,100
58,0,210,4.02,20,3000,500
